"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,86,"DEU","Germany","GERMANY","Germany","Deutschland","","Germany","","Allemagne ","Alemania ","<U+0413><U+0435><U+0440><U+043C><U+0430><U+043D><U+0438><U+044F>","<U+0623><U+0644><U+0645><U+0627><U+0646><U+064A><U+0627>","<U+5FB7><U+56FD> ","","East Germany|West Germany|DDR","Germany","DE","","GM","276","Unknown","Present","82016767","356108.812","230.31378117090796","Western Europe","Europe","2","","","1","","High income: OECD","Debt not classified","EMU","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
