"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","HASC_1","CCN_1","CCA_1","TYPE_1","ENGTYPE_1","NL_NAME_1","VARNAME_1"
1,132,"MAC","Macao",1,"Ilhas","MO.IL",NA,"","Concelho|Distrito","District","",""
2,132,"MAC","Macao",2,"Macau","MO.MA",NA,"","Concelho|Distrito","District","",""
