"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,132,"MAC","Macao","MACAO","","Aomen","","Macau","","Macao ","Macao ","<U+041C><U+0430><U+043A><U+0430><U+043E>","<U+0645><U+0627><U+0643><U+0627><U+0648>","<U+6FB3><U+95E8> ","","","China","MO","","MC","446","18871201","Present","444312","12.898","34448.13149325477","Eastern Asia","Asia","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
