"","UserID","Monetary","Frequency","Recency","rankR","rankF","rankM","rankRMF","rankR1","rankF1","rankM1","rankRMF1","M_S","F_S","R_S","Custom"
"216",14783,4700,9,91,1,1,1,111,0.551724137931034,0.238095238095238,0.311591355599214,1,1,1,1,"潜在客户"
"217",14784,3603,5,86,1,1,1,111,0.576354679802956,0.0476190476190476,0.225383104125737,1,1,1,1,"潜在客户"
"218",14785,7038,13,23,3,3,4,334,0.886699507389163,0.428571428571429,0.49532416502947,3.2,2,2,1,"重点保持客户"
"219",14786,6754,10,15,3,1,3,313,0.926108374384236,0.285714285714286,0.473005893909627,2.4,1,1,1,"潜在客户"
"220",14787,3106,9,83,1,1,1,111,0.591133004926108,0.238095238095238,0.186326129666012,1,1,1,1,"潜在客户"
"221",14788,4621,14,13,4,3,1,431,0.935960591133005,0.476190476190476,0.305383104125737,3.1,1,2,2,"重点保护客户"
"222",14789,6831,12,109,1,2,3,123,0.463054187192118,0.380952380952381,0.479056974459725,1.7,1,1,1,"潜在客户"
"223",14790,7903,12,32,2,2,4,224,0.842364532019704,0.380952380952381,0.563300589390963,2.4,2,1,1,"重点挽留客户"
"224",14791,8837,16,16,3,4,5,345,0.921182266009852,0.571428571428571,0.636699410609037,3.7,2,2,1,"重点保持客户"
"225",14792,8202,14,115,1,3,4,134,0.433497536945813,0.476190476190476,0.586797642436149,2.2,2,2,1,"重点保持客户"
"226",14793,10026,19,2,5,5,5,555,0.990147783251232,0.714285714285714,0.730137524557957,5,2,2,2,"高价值客户"
"227",14794,6428,15,7,5,4,3,543,0.96551724137931,0.523809523809524,0.447387033398821,4.3,1,2,2,"重点保护客户"
"228",14795,4061,9,32,2,1,1,211,0.842364532019704,0.238095238095238,0.261375245579568,1.5,1,1,1,"潜在客户"
"229",14796,7029,16,42,2,4,3,243,0.793103448275862,0.571428571428571,0.494616895874263,2.8,1,2,1,"一般保护客户"
"230",14797,6187,11,15,3,2,3,323,0.926108374384236,0.333333333333333,0.428447937131631,2.7,1,1,1,"潜在客户"
"231",14798,7537,12,71,1,2,4,124,0.650246305418719,0.380952380952381,0.534538310412574,1.9,2,1,1,"重点挽留客户"
"232",14799,4200,14,2,5,3,1,531,0.990147783251232,0.476190476190476,0.27229862475442,3.6,1,2,2,"重点保护客户"
"233",14800,4057,10,28,2,1,1,211,0.862068965517241,0.285714285714286,0.261060903732809,1.5,1,1,1,"潜在客户"
"234",14801,6388,14,26,2,3,3,233,0.87192118226601,0.476190476190476,0.444243614931238,2.5,1,2,1,"一般保护客户"
"235",14802,6604,16,21,3,4,3,343,0.896551724137931,0.571428571428571,0.461218074656189,3.3,1,2,1,"一般保护客户"
"236",14803,8488,16,57,1,4,5,145,0.719211822660099,0.571428571428571,0.609273084479371,2.7,2,2,1,"重点保持客户"
"237",14804,8304,14,10,4,3,5,435,0.950738916256158,0.476190476190476,0.594813359528487,3.9,2,2,2,"高价值客户"
"238",14805,11060,18,6,5,5,5,555,0.970443349753695,0.666666666666667,0.81139489194499,5,2,2,2,"高价值客户"
"239",14806,3258,9,67,1,1,1,111,0.669950738916256,0.238095238095238,0.198271119842829,1,1,1,1,"潜在客户"
"240",14807,7686,13,40,2,3,4,234,0.802955665024631,0.428571428571429,0.546247544204322,2.7,2,2,1,"重点保持客户"
"241",14808,6393,15,23,3,4,3,343,0.886699507389163,0.523809523809524,0.444636542239686,3.3,1,2,1,"一般保护客户"
"242",14809,5707,13,38,2,3,2,232,0.812807881773399,0.428571428571429,0.390726915520629,2.3,1,2,1,"一般保护客户"
"243",14810,5773,14,10,4,3,2,432,0.950738916256158,0.476190476190476,0.395913555992141,3.3,1,2,2,"重点保护客户"
"244",14811,3099,5,41,2,1,1,211,0.798029556650246,0.0476190476190476,0.185776031434185,1.5,1,1,1,"潜在客户"
"245",14812,3945,13,11,4,3,1,431,0.945812807881773,0.428571428571429,0.252259332023576,3.1,1,2,2,"重点保护客户"
"246",14813,7168,14,11,4,3,4,434,0.945812807881773,0.476190476190476,0.505540275049116,3.7,2,2,2,"高价值客户"
"247",14814,9576,21,65,1,5,5,155,0.679802955665025,0.80952380952381,0.694774066797642,3,2,2,1,"重点保持客户"
"248",14815,8089,17,19,3,5,4,354,0.9064039408867,0.619047619047619,0.577917485265226,3.8,2,2,1,"重点保持客户"
"249",14816,6547,14,17,3,3,3,333,0.916256157635468,0.476190476190476,0.456738703339882,3,1,2,1,"一般保护客户"
"250",14817,9719,18,6,5,5,5,555,0.970443349753695,0.666666666666667,0.706011787819253,5,2,2,2,"高价值客户"
"251",14818,9818,19,10,4,5,5,455,0.950738916256158,0.714285714285714,0.713791748526523,4.5,2,2,2,"高价值客户"
"252",14819,8453,16,3,5,4,5,545,0.985221674876847,0.571428571428571,0.606522593320236,4.7,2,2,2,"高价值客户"
"253",14820,7200,16,36,2,4,4,244,0.822660098522167,0.571428571428571,0.508055009823183,3,2,2,1,"重点保持客户"
"254",14821,7214,10,65,1,1,4,114,0.679802955665025,0.285714285714286,0.509155206286837,1.6,2,1,1,"重点挽留客户"
"255",14822,6473,14,7,5,3,3,533,0.96551724137931,0.476190476190476,0.450923379174853,4,1,2,2,"重点保护客户"
"256",14823,8283,15,18,3,4,4,344,0.911330049261084,0.523809523809524,0.593163064833006,3.5,2,2,1,"重点保持客户"
"257",14824,6978,13,68,1,3,3,133,0.665024630541872,0.428571428571429,0.490609037328094,2,1,2,1,"一般保护客户"
"258",14825,5871,12,13,4,2,2,422,0.935960591133005,0.380952380952381,0.403614931237721,3,1,1,2,"一般发展客户"
"259",14826,5619,9,12,4,1,2,412,0.940886699507389,0.238095238095238,0.383811394891945,2.7,1,1,2,"一般发展客户"
"260",14827,6560,12,1,5,2,3,523,0.995073891625616,0.380952380952381,0.457760314341847,3.7,1,1,2,"一般发展客户"
"261",14828,6309,16,13,4,4,3,443,0.935960591133005,0.571428571428571,0.43803536345776,3.8,1,2,2,"重点保护客户"
"262",14829,7095,13,15,3,3,4,334,0.926108374384236,0.428571428571429,0.499803536345776,3.2,2,2,1,"重点保持客户"
"263",14830,6698,15,0,5,4,3,543,1,0.523809523809524,0.46860510805501,4.3,1,2,2,"重点保护客户"
"264",14831,8125,19,16,3,5,4,354,0.921182266009852,0.714285714285714,0.580746561886051,3.8,2,2,1,"重点保持客户"
"265",14832,4645,13,6,5,3,1,531,0.970443349753695,0.428571428571429,0.307269155206287,3.6,1,2,2,"重点保护客户"
"266",14833,3698,7,13,4,1,1,411,0.935960591133005,0.142857142857143,0.232848722986248,2.5,1,1,2,"一般发展客户"
"267",14834,8340,14,20,3,3,5,335,0.901477832512315,0.476190476190476,0.597642436149312,3.4,2,2,1,"重点保持客户"
"268",14835,6145,11,47,1,2,3,123,0.768472906403941,0.333333333333333,0.425147347740668,1.7,1,1,1,"潜在客户"
"269",14836,6295,14,10,4,3,3,433,0.950738916256158,0.476190476190476,0.436935166994106,3.5,1,2,2,"重点保护客户"
"270",14837,7069,13,2,5,3,4,534,0.990147783251232,0.428571428571429,0.497760314341847,4.2,2,2,2,"高价值客户"
"271",14838,7036,14,22,3,3,3,333,0.891625615763547,0.476190476190476,0.49516699410609,3,1,2,1,"一般保护客户"
"272",14839,7024,15,75,1,4,3,143,0.630541871921182,0.523809523809524,0.494223968565815,2.3,1,2,1,"一般保护客户"
"273",14840,7524,15,7,5,4,4,544,0.96551724137931,0.523809523809524,0.533516699410609,4.5,2,2,2,"高价值客户"
"274",14841,7129,13,27,2,3,4,234,0.866995073891626,0.428571428571429,0.502475442043222,2.7,2,2,1,"重点保持客户"
"275",14842,3868,9,33,2,1,1,211,0.83743842364532,0.238095238095238,0.246208251473477,1.5,1,1,1,"潜在客户"
"276",14843,6218,14,7,5,3,3,533,0.96551724137931,0.476190476190476,0.430884086444008,4,1,2,2,"重点保护客户"
"277",14844,7221,13,16,3,3,4,334,0.921182266009852,0.428571428571429,0.509705304518664,3.2,2,2,1,"重点保持客户"
"278",14845,13460,24,66,1,5,5,155,0.67487684729064,0.952380952380952,1,3,2,2,1,"重点保持客户"
"279",14846,9946,15,73,1,4,5,145,0.640394088669951,0.523809523809524,0.72385068762279,2.7,2,2,1,"重点保持客户"
"280",14847,7796,13,37,2,3,4,234,0.817733990147783,0.428571428571429,0.554891944990177,2.7,2,2,1,"重点保持客户"
"281",14848,5622,10,26,2,1,2,212,0.87192118226601,0.285714285714286,0.384047151277014,1.7,1,1,1,"潜在客户"
"282",14849,8627,16,6,5,4,5,545,0.970443349753695,0.571428571428571,0.620196463654224,4.7,2,2,2,"高价值客户"
"283",14850,12724,24,23,3,5,5,355,0.886699507389163,0.952380952380952,0.942161100196464,4,2,2,1,"重点保持客户"
"284",14851,7115,15,42,2,4,4,244,0.793103448275862,0.523809523809524,0.501375245579568,3,2,2,1,"重点保持客户"
"285",14852,7601,17,0,5,5,4,554,1,0.619047619047619,0.539567779960707,4.8,2,2,2,"高价值客户"
"286",14853,9424,19,16,3,5,5,355,0.921182266009852,0.714285714285714,0.682829076620825,4,2,2,1,"重点保持客户"
"287",14854,7541,17,39,2,5,4,254,0.807881773399015,0.619047619047619,0.534852652259332,3.3,2,2,1,"重点保持客户"
"288",14855,5362,12,17,3,2,2,322,0.916256157635468,0.380952380952381,0.363614931237721,2.5,1,1,1,"潜在客户"
"289",14856,6333,17,0,5,5,3,553,1,0.619047619047619,0.43992141453831,4.6,1,2,2,"重点保护客户"
"290",14857,9145,19,10,4,5,5,455,0.950738916256158,0.714285714285714,0.66090373280943,4.5,2,2,2,"高价值客户"
"291",14858,7772,15,58,1,4,4,144,0.714285714285714,0.523809523809524,0.553005893909627,2.5,2,2,1,"重点保持客户"
"292",14859,5578,12,60,1,2,2,122,0.704433497536946,0.380952380952381,0.380589390962672,1.5,1,1,1,"潜在客户"
"293",14860,4972,12,4,5,2,2,522,0.980295566502463,0.380952380952381,0.332966601178782,3.5,1,1,2,"一般发展客户"
"294",14861,8522,14,22,3,3,5,335,0.891625615763547,0.476190476190476,0.611944990176817,3.4,2,2,1,"重点保持客户"
"295",14862,5092,8,55,1,1,2,112,0.729064039408867,0.19047619047619,0.342396856581532,1.2,1,1,1,"潜在客户"
"296",14863,4213,10,14,4,1,1,411,0.931034482758621,0.285714285714286,0.273320235756385,2.5,1,1,2,"一般发展客户"
"297",14864,5600,11,3,5,2,2,522,0.985221674876847,0.333333333333333,0.382318271119843,3.5,1,1,2,"一般发展客户"
"298",14865,6505,16,19,3,4,3,343,0.9064039408867,0.571428571428571,0.453438113948919,3.3,1,2,1,"一般保护客户"
"299",14866,6714,10,1,5,1,3,513,0.995073891625616,0.285714285714286,0.469862475442043,3.4,1,1,2,"一般发展客户"
"300",14867,8387,18,5,5,5,5,555,0.975369458128079,0.666666666666667,0.601335952848723,5,2,2,2,"高价值客户"
"301",24568,8311,15,14,4,4,5,445,0.931034482758621,0.523809523809524,0.595363457760314,4.2,2,2,2,"高价值客户"
"302",24569,8343,17,8,4,5,5,455,0.960591133004926,0.619047619047619,0.597878192534381,4.5,2,2,2,"高价值客户"
"303",24570,3325,9,13,4,1,1,411,0.935960591133005,0.238095238095238,0.203536345776031,2.5,1,1,2,"一般发展客户"
"304",24571,8459,14,2,5,3,5,535,0.990147783251232,0.476190476190476,0.606994106090373,4.4,2,2,2,"高价值客户"
"305",24572,7891,13,23,3,3,4,334,0.886699507389163,0.428571428571429,0.562357563850688,3.2,2,2,1,"重点保持客户"
"306",24573,8568,17,36,2,5,5,255,0.822660098522167,0.619047619047619,0.615559921414538,3.5,2,2,1,"重点保持客户"
"307",24574,5890,17,15,3,5,3,353,0.926108374384236,0.619047619047619,0.405108055009823,3.6,1,2,1,"一般保护客户"
"308",24575,7608,16,13,4,4,4,444,0.935960591133005,0.571428571428571,0.540117878192534,4,2,2,2,"高价值客户"
"309",24576,7539,15,2,5,4,4,544,0.990147783251232,0.523809523809524,0.534695481335953,4.5,2,2,2,"高价值客户"
"310",24577,5101,12,18,3,2,2,322,0.911330049261084,0.380952380952381,0.343104125736739,2.5,1,1,1,"潜在客户"
"311",24578,7775,13,27,2,3,4,234,0.866995073891626,0.428571428571429,0.553241650294696,2.7,2,2,1,"重点保持客户"
"312",24579,4149,9,19,3,1,1,311,0.9064039408867,0.238095238095238,0.268290766208251,2,1,1,1,"潜在客户"
"313",24580,3972,12,14,4,2,1,421,0.931034482758621,0.380952380952381,0.254381139489194,2.8,1,1,2,"一般发展客户"
"314",24581,5740,13,2,5,3,2,532,0.990147783251232,0.428571428571429,0.393320235756385,3.8,1,2,2,"重点保护客户"
"315",24582,5691,14,25,2,3,2,232,0.876847290640394,0.476190476190476,0.389469548133595,2.3,1,2,1,"一般保护客户"
"316",24583,4770,10,16,3,1,1,311,0.921182266009852,0.285714285714286,0.317092337917485,2,1,1,1,"潜在客户"
"317",24584,8952,18,51,1,5,5,155,0.748768472906404,0.666666666666667,0.64573673870334,3,2,2,1,"重点保持客户"
"318",24585,8372,19,8,4,5,5,455,0.960591133004926,0.714285714285714,0.600157170923379,4.5,2,2,2,"高价值客户"
"319",24586,8050,17,16,3,5,4,354,0.921182266009852,0.619047619047619,0.574852652259332,3.8,2,2,1,"重点保持客户"
"320",24587,7301,11,30,2,2,4,224,0.852216748768473,0.333333333333333,0.515992141453831,2.4,2,1,1,"重点挽留客户"
"321",24588,7254,14,15,3,3,4,334,0.926108374384236,0.476190476190476,0.51229862475442,3.2,2,2,1,"重点保持客户"
"322",24589,9370,17,52,1,5,5,155,0.74384236453202,0.619047619047619,0.678585461689587,3,2,2,1,"重点保持客户"
"323",24590,8849,18,7,5,5,5,555,0.96551724137931,0.666666666666667,0.637642436149312,5,2,2,2,"高价值客户"
"324",24591,9884,19,19,3,5,5,355,0.9064039408867,0.714285714285714,0.718978388998035,4,2,2,1,"重点保持客户"
"325",24592,5982,13,20,3,3,3,333,0.901477832512315,0.428571428571429,0.412337917485265,3,1,2,1,"一般保护客户"
"326",24593,4611,16,22,3,4,1,341,0.891625615763547,0.571428571428571,0.304597249508841,2.9,1,2,1,"一般保护客户"
"327",24594,5315,9,16,3,1,2,312,0.921182266009852,0.238095238095238,0.35992141453831,2.2,1,1,1,"潜在客户"
"328",24595,8788,13,81,1,3,5,135,0.600985221674877,0.428571428571429,0.632848722986248,2.4,2,2,1,"重点保持客户"
"329",24596,3288,8,58,1,1,1,111,0.714285714285714,0.19047619047619,0.200628683693517,1,1,1,1,"潜在客户"
"330",24597,4266,7,69,1,1,1,111,0.660098522167488,0.142857142857143,0.277485265225933,1,1,1,1,"潜在客户"
"331",24598,6213,13,21,3,3,3,333,0.896551724137931,0.428571428571429,0.43049115913556,3,1,2,1,"一般保护客户"
"332",24599,5151,9,53,1,1,2,112,0.738916256157635,0.238095238095238,0.347033398821218,1.2,1,1,1,"潜在客户"
"333",24600,7511,14,6,5,3,4,534,0.970443349753695,0.476190476190476,0.532495088408644,4.2,2,2,2,"高价值客户"
"334",24601,5971,12,2,5,2,3,523,0.990147783251232,0.380952380952381,0.41147347740668,3.7,1,1,2,"一般发展客户"
"335",24602,3886,9,89,1,1,1,111,0.561576354679803,0.238095238095238,0.24762278978389,1,1,1,1,"潜在客户"
"336",24603,5016,12,12,4,2,2,422,0.940886699507389,0.380952380952381,0.336424361493124,3,1,1,2,"一般发展客户"
"337",24604,7608,15,21,3,4,4,344,0.896551724137931,0.523809523809524,0.540117878192534,3.5,2,2,1,"重点保持客户"
"338",24605,5728,13,47,1,3,2,132,0.768472906403941,0.428571428571429,0.39237721021611,1.8,1,2,1,"一般保护客户"
"339",24606,8355,15,25,2,4,5,245,0.876847290640394,0.523809523809524,0.598821218074656,3.2,2,2,1,"重点保持客户"
"340",24607,8119,13,6,5,3,4,534,0.970443349753695,0.428571428571429,0.580275049115914,4.2,2,2,2,"高价值客户"
"341",24608,9422,18,52,1,5,5,155,0.74384236453202,0.666666666666667,0.682671905697446,3,2,2,1,"重点保持客户"
"342",24609,8961,15,23,3,4,5,345,0.886699507389163,0.523809523809524,0.646444007858546,3.7,2,2,1,"重点保持客户"
"343",24610,9867,18,45,1,5,5,155,0.778325123152709,0.666666666666667,0.717642436149312,3,2,2,1,"重点保持客户"
"344",24611,7342,14,19,3,3,4,334,0.9064039408867,0.476190476190476,0.519214145383104,3.2,2,2,1,"重点保持客户"
"345",24612,4262,7,3,5,1,1,511,0.985221674876847,0.142857142857143,0.277170923379175,3,1,1,2,"一般发展客户"
"346",24613,6843,13,30,2,3,3,233,0.852216748768473,0.428571428571429,0.48,2.5,1,2,1,"一般保护客户"
"347",24614,6639,11,16,3,2,3,323,0.921182266009852,0.333333333333333,0.463968565815324,2.7,1,1,1,"潜在客户"
"348",24615,4209,9,116,1,1,1,111,0.428571428571429,0.238095238095238,0.273005893909627,1,1,1,1,"潜在客户"
"349",24616,8208,14,9,4,3,4,434,0.955665024630542,0.476190476190476,0.587269155206287,3.7,2,2,2,"高价值客户"
"350",24617,4312,13,13,4,3,1,431,0.935960591133005,0.428571428571429,0.281100196463654,3.1,1,2,2,"重点保护客户"
"351",24618,7237,13,5,5,3,4,534,0.975369458128079,0.428571428571429,0.510962671905697,4.2,2,2,2,"高价值客户"
"352",24619,3132,8,0,5,1,1,511,1,0.19047619047619,0.188369351669941,3,1,1,2,"一般发展客户"
"353",24620,7288,14,2,5,3,4,534,0.990147783251232,0.476190476190476,0.514970530451866,4.2,2,2,2,"高价值客户"
"354",24621,6821,11,39,2,2,3,223,0.807881773399015,0.333333333333333,0.478271119842829,2.2,1,1,1,"潜在客户"
"355",24622,5043,13,24,3,3,2,332,0.881773399014778,0.428571428571429,0.338546168958743,2.8,1,2,1,"一般保护客户"
"356",24623,2007,7,5,5,1,1,511,0.975369458128079,0.142857142857143,0.0999607072691552,3,1,1,2,"一般发展客户"
"357",24624,9582,17,7,5,5,5,555,0.96551724137931,0.619047619047619,0.69524557956778,5,2,2,2,"高价值客户"
"358",24625,5646,9,32,2,1,2,212,0.842364532019704,0.238095238095238,0.385933202357564,1.7,1,1,1,"潜在客户"
"359",24626,7116,12,19,3,2,4,324,0.9064039408867,0.380952380952381,0.501453831041257,2.9,2,1,1,"重点挽留客户"
"360",24627,8449,17,20,3,5,5,355,0.901477832512315,0.619047619047619,0.606208251473477,4,2,2,1,"重点保持客户"
"361",24628,5714,15,33,2,4,2,242,0.83743842364532,0.523809523809524,0.391277013752456,2.6,1,2,1,"一般保护客户"
"362",24629,4670,11,35,2,2,1,221,0.827586206896552,0.333333333333333,0.309233791748526,1.8,1,1,1,"潜在客户"
"363",24630,10331,16,24,3,4,5,345,0.881773399014778,0.571428571428571,0.754106090373281,3.7,2,2,1,"重点保持客户"
"364",24631,5558,13,2,5,3,2,532,0.990147783251232,0.428571428571429,0.37901768172888,3.8,1,2,2,"重点保护客户"
"365",24632,7648,12,46,1,2,4,124,0.773399014778325,0.380952380952381,0.543261296660118,1.9,2,1,1,"重点挽留客户"
"366",24633,3326,8,34,2,1,1,211,0.832512315270936,0.19047619047619,0.203614931237721,1.5,1,1,1,"潜在客户"
"367",24634,5856,10,38,2,1,2,212,0.812807881773399,0.285714285714286,0.402436149312377,1.7,1,1,1,"潜在客户"
"368",24635,4643,9,149,1,1,1,111,0.266009852216749,0.238095238095238,0.307111984282908,1,1,1,1,"潜在客户"
"369",24636,4608,13,25,2,3,1,231,0.876847290640394,0.428571428571429,0.304361493123772,2.1,1,2,1,"一般保护客户"
"370",24637,12431,20,20,3,5,5,355,0.901477832512315,0.761904761904762,0.919135559921414,4,2,2,1,"重点保持客户"
"371",24638,8197,15,47,1,4,4,144,0.768472906403941,0.523809523809524,0.586404715127701,2.5,2,2,1,"重点保持客户"
"372",24639,6208,15,48,1,4,3,143,0.763546798029557,0.523809523809524,0.430098231827112,2.3,1,2,1,"一般保护客户"
"373",24640,6052,13,36,2,3,3,233,0.822660098522167,0.428571428571429,0.417838899803536,2.5,1,2,1,"一般保护客户"
"374",24641,10106,16,19,3,4,5,345,0.9064039408867,0.571428571428571,0.736424361493124,3.7,2,2,1,"重点保持客户"
"375",24642,6441,15,19,3,4,3,343,0.9064039408867,0.523809523809524,0.448408644400786,3.3,1,2,1,"一般保护客户"
"376",24643,2521,6,10,4,1,1,411,0.950738916256158,0.0952380952380952,0.140353634577603,2.5,1,1,2,"一般发展客户"
"377",24644,2066,6,64,1,1,1,111,0.684729064039409,0.0952380952380952,0.104597249508841,1,1,1,1,"潜在客户"
"378",24645,5759,11,36,2,2,2,222,0.822660098522167,0.333333333333333,0.394813359528487,2,1,1,1,"潜在客户"
"379",24646,4745,13,24,3,3,1,331,0.881773399014778,0.428571428571429,0.315127701375246,2.6,1,2,1,"一般保护客户"
"380",24647,3842,13,9,4,3,1,431,0.955665024630542,0.428571428571429,0.244165029469548,3.1,1,2,2,"重点保护客户"
"381",24648,10209,20,9,4,5,5,455,0.955665024630542,0.761904761904762,0.744518664047151,4.5,2,2,2,"高价值客户"
"382",24649,8712,18,66,1,5,5,155,0.67487684729064,0.666666666666667,0.626876227897839,3,2,2,1,"重点保持客户"
"383",24650,5369,12,8,4,2,2,422,0.960591133004926,0.380952380952381,0.364165029469548,3,1,1,2,"一般发展客户"
"384",24651,7424,18,8,4,5,4,454,0.960591133004926,0.666666666666667,0.52565815324165,4.3,2,2,2,"高价值客户"
"385",24652,10399,20,12,4,5,5,455,0.940886699507389,0.761904761904762,0.759449901768173,4.5,2,2,2,"高价值客户"
"386",24653,7694,15,7,5,4,4,544,0.96551724137931,0.523809523809524,0.546876227897839,4.5,2,2,2,"高价值客户"
"387",24654,6995,12,0,5,2,3,523,1,0.380952380952381,0.491944990176817,3.7,1,1,2,"一般发展客户"
"388",24655,5204,13,12,4,3,2,432,0.940886699507389,0.428571428571429,0.351198428290766,3.3,1,2,2,"重点保护客户"
"389",24656,9877,19,6,5,5,5,555,0.970443349753695,0.714285714285714,0.718428290766208,5,2,2,2,"高价值客户"
"390",24657,7623,14,10,4,3,4,434,0.950738916256158,0.476190476190476,0.541296660117878,3.7,2,2,2,"高价值客户"
"391",24658,6872,14,4,5,3,3,533,0.980295566502463,0.476190476190476,0.482278978388998,4,1,2,2,"重点保护客户"
"392",24659,7006,16,8,4,4,3,443,0.960591133004926,0.571428571428571,0.492809430255403,3.8,1,2,2,"重点保护客户"
"393",24660,3870,8,138,1,1,1,111,0.320197044334975,0.19047619047619,0.246365422396857,1,1,1,1,"潜在客户"
"394",24661,3811,9,12,4,1,1,411,0.940886699507389,0.238095238095238,0.241728880157171,2.5,1,1,2,"一般发展客户"
"395",24662,7189,14,108,1,3,4,134,0.467980295566502,0.476190476190476,0.507190569744597,2.2,2,2,1,"重点保持客户"
"396",24663,8422,15,69,1,4,5,145,0.660098522167488,0.523809523809524,0.604086444007858,2.7,2,2,1,"重点保持客户"
"397",24664,10231,16,31,2,4,5,245,0.847290640394089,0.571428571428571,0.746247544204322,3.2,2,2,1,"重点保持客户"
"398",24665,8454,12,10,4,2,5,425,0.950738916256158,0.380952380952381,0.606601178781925,3.6,2,1,2,"重点发展客户"
"399",24666,8524,15,70,1,4,5,145,0.655172413793103,0.523809523809524,0.612102161100196,2.7,2,2,1,"重点保持客户"
"400",24667,5633,13,37,2,3,2,232,0.817733990147783,0.428571428571429,0.384911591355599,2.3,1,2,1,"一般保护客户"
"401",24668,7119,14,13,4,3,4,434,0.935960591133005,0.476190476190476,0.501689587426326,3.7,2,2,2,"高价值客户"
"402",24669,5512,11,42,2,2,2,222,0.793103448275862,0.333333333333333,0.375402750491159,2,1,1,1,"潜在客户"
"403",24670,7317,14,35,2,3,4,234,0.827586206896552,0.476190476190476,0.517249508840864,2.7,2,2,1,"重点保持客户"
"404",24671,6969,16,8,4,4,3,443,0.960591133004926,0.571428571428571,0.489901768172888,3.8,1,2,2,"重点保护客户"
"405",24672,2849,5,158,1,1,1,111,0.221674876847291,0.0476190476190476,0.166129666011788,1,1,1,1,"潜在客户"
"406",24673,7970,15,28,2,4,4,244,0.862068965517241,0.523809523809524,0.568565815324165,3,2,2,1,"重点保持客户"
"407",24674,7651,17,30,2,5,4,254,0.852216748768473,0.619047619047619,0.543497053045187,3.3,2,2,1,"重点保持客户"
"408",24675,6993,14,46,1,3,3,133,0.773399014778325,0.476190476190476,0.491787819253438,2,1,2,1,"一般保护客户"
"409",24676,9810,19,4,5,5,5,555,0.980295566502463,0.714285714285714,0.713163064833006,5,2,2,2,"高价值客户"
"410",24677,6918,13,49,1,3,3,133,0.758620689655172,0.428571428571429,0.485893909626719,2,1,2,1,"一般保护客户"
"411",24678,11818,21,6,5,5,5,555,0.970443349753695,0.80952380952381,0.870962671905697,5,2,2,2,"高价值客户"
"412",24679,5485,13,104,1,3,2,132,0.487684729064039,0.428571428571429,0.37328094302554,1.8,1,2,1,"一般保护客户"
"413",24680,2518,7,16,3,1,1,311,0.921182266009852,0.142857142857143,0.140117878192534,2,1,1,1,"潜在客户"
"414",24681,8490,18,49,1,5,5,155,0.758620689655172,0.666666666666667,0.609430255402751,3,2,2,1,"重点保持客户"
"415",24682,6440,13,3,5,3,3,533,0.985221674876847,0.428571428571429,0.448330058939096,4,1,2,2,"重点保护客户"
"416",24683,5707,15,18,3,4,2,342,0.911330049261084,0.523809523809524,0.390726915520629,3.1,1,2,1,"一般保护客户"
"417",24684,3924,10,24,3,1,1,311,0.881773399014778,0.285714285714286,0.250609037328094,2,1,1,1,"潜在客户"
"418",24685,5826,12,20,3,2,2,322,0.901477832512315,0.380952380952381,0.40007858546169,2.5,1,1,1,"潜在客户"
"419",24686,7440,16,6,5,4,4,544,0.970443349753695,0.571428571428571,0.526915520628684,4.5,2,2,2,"高价值客户"
"420",24687,4959,12,9,4,2,2,422,0.955665024630542,0.380952380952381,0.331944990176817,3,1,1,2,"一般发展客户"
"421",24688,6605,14,4,5,3,3,533,0.980295566502463,0.476190476190476,0.461296660117878,4,1,2,2,"重点保护客户"
"422",24689,7498,15,9,4,4,4,444,0.955665024630542,0.523809523809524,0.53147347740668,4,2,2,2,"高价值客户"
"423",24690,5205,13,33,2,3,2,232,0.83743842364532,0.428571428571429,0.351277013752456,2.3,1,2,1,"一般保护客户"
"424",24691,6939,15,17,3,4,3,343,0.916256157635468,0.523809523809524,0.4875442043222,3.3,1,2,1,"一般保护客户"
"425",24692,10810,20,11,4,5,5,455,0.945812807881773,0.761904761904762,0.791748526522593,4.5,2,2,2,"高价值客户"
"426",24693,10568,21,33,2,5,5,255,0.83743842364532,0.80952380952381,0.772730844793713,3.5,2,2,1,"重点保持客户"
"427",24694,6681,17,2,5,5,3,553,0.990147783251232,0.619047619047619,0.467269155206287,4.6,1,2,2,"重点保护客户"
"428",24695,8789,17,8,4,5,5,455,0.960591133004926,0.619047619047619,0.632927308447937,4.5,2,2,2,"高价值客户"
"429",24696,1182,5,38,2,1,1,211,0.812807881773399,0.0476190476190476,0.0351277013752456,1.5,1,1,1,"潜在客户"
"430",24697,8460,15,104,1,4,5,145,0.487684729064039,0.523809523809524,0.607072691552063,2.7,2,2,1,"重点保持客户"
"431",24698,5418,11,17,3,2,2,322,0.916256157635468,0.333333333333333,0.368015717092338,2.5,1,1,1,"潜在客户"
"432",24699,4835,10,120,1,1,1,111,0.408866995073892,0.285714285714286,0.322200392927308,1,1,1,1,"潜在客户"
"433",24700,8589,19,13,4,5,5,455,0.935960591133005,0.714285714285714,0.61721021611002,4.5,2,2,2,"高价值客户"
"434",24701,7930,16,58,1,4,4,144,0.714285714285714,0.571428571428571,0.565422396856582,2.5,2,2,1,"重点保持客户"
"435",24702,11044,21,40,2,5,5,255,0.802955665024631,0.80952380952381,0.810137524557957,3.5,2,2,1,"重点保持客户"
"436",24703,4188,14,2,5,3,1,531,0.990147783251232,0.476190476190476,0.271355599214145,3.6,1,2,2,"重点保护客户"
